Variables = eta, u, F, f2, fp, fpp
  6.4000000000   0.9996095494  11.6490438879   4.6788639927   0.9996095494   0.0009811182
  6.5000000000   0.9996973334  12.1219285544   4.7788293368   0.9996973334   0.0007745255
  6.6000000000   0.9997664804  12.6048101476   4.8788025275   0.9997664804   0.0006083861
  6.7000000000   0.9998206759  13.0976893682   4.9787818853   0.9998206759   0.0004755016
  6.8000000000   0.9998629413  13.6005667658   5.0787660662   0.9998629413   0.0003697886
  6.9000000000   0.9998957386  14.1134427691   5.1787540002   0.9998957386   0.0002861435
  7.0000000000   0.9999210620  14.6363177112   5.2787448402   0.9999210620   0.0002203145
  7.1000000000   0.9999405173  15.1691918491   5.3787379192   0.9999405173   0.0001687839
  7.2000000000   0.9999553899  15.7120653808   5.4787327145   0.9999553899   0.0001286611
  7.3000000000   0.9999667026  16.2649384575   5.5787288191   0.9999667026   0.0000975871
  7.4000000000   0.9999752645  16.8278111943   5.6787259175   0.9999752645   0.0000736489
  7.5000000000   0.9999817124  17.4006836785   5.7787237663   0.9999817124   0.0000553055
  7.6000000000   0.9999865440  17.9835559758   5.8787221792   0.9999865440   0.0000413237
  7.7000000000   0.9999901463  18.5764281354   5.9787210137   0.9999901463   0.0000307227
  7.8000000000   0.9999928189  19.1793001942   6.0787201619   0.9999928189   0.0000227273
  7.9000000000   0.9999947917  19.7921721794   6.1787195425   0.9999947917   0.0000167287
  8.0000000000   0.9999962408  20.4150441113   6.2787190941   0.9999962408   0.0000122520
  8.1000000000   0.9999972999  21.0479160045   6.3787187711   0.9999972999   0.0000089286
  8.2000000000   0.9999980700  21.6907878701   6.4787185396   0.9999980700   0.0000064742
  8.3000000000   0.9999986273  22.3436597158   6.5787183745   0.9999986273   0.0000046711
  8.4000000000   0.9999990285  23.0065315474   6.6787182573   0.9999990285   0.0000033533
  8.5000000000   0.9999993160  23.6794033689   6.7787181745   0.9999993160   0.0000023953
  8.6000000000   0.9999995208  24.3622751835   6.8787181163   0.9999995208   0.0000017025
  8.7000000000   0.9999996662  25.0551469931   6.9787180757   0.9999996662   0.0000012040
  8.8000000000   0.9999997687  25.7580187993   7.0787180474   0.9999997687   0.0000008472
  8.9000000000   0.9999998408  26.4708906030   7.1787180279   0.9999998408   0.0000005932
  9.0000000000   0.9999998911  27.1937624051   7.2787180145   0.9999998911   0.0000004133
  9.1000000000   0.9999999261  27.9266342061   7.3787180054   0.9999999261   0.0000002865
  9.2000000000   0.9999999503  28.6695060064   7.4787179992   0.9999999503   0.0000001976
  9.3000000000   0.9999999669  29.4223778061   7.5787179950   0.9999999669   0.0000001356
  9.4000000000   0.9999999783  30.1852496054   7.6787179923   0.9999999783   0.0000000926
  9.5000000000   0.9999999861  30.9581214046   7.7787179905   0.9999999861   0.0000000629
  9.6000000000   0.9999999914  31.7409932036   7.8787179894   0.9999999914   0.0000000425
  9.7000000000   0.9999999950  32.5338650025   7.9787179887   0.9999999950   0.0000000286
  9.8000000000   0.9999999973  33.3367368013   8.0787179883   0.9999999973   0.0000000192
  9.9000000000   0.9999999989  34.1496086002   8.1787179882   0.9999999989   0.0000000128
 10.0000000000   1.0000000000  34.9724803990   8.2787179881   1.0000000000   0.0000000085
