VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.2137
0.9498 0.0000 -0.0051 0.2028
0.8997 0.0000 -0.0090 0.2029
0.7995 0.0000 -0.0163 0.2366
0.6995 0.0000 -0.0230 0.2835
0.5996 0.0000 -0.0291 0.3366
0.4998 0.0000 -0.0344 0.3828
0.4000 0.0000 -0.0394 0.4641
0.3006 0.0000 -0.0406 0.5596
0.2509 0.0000 -0.0409 0.6251
0.2012 0.0000 -0.0403 0.7023
0.1514 0.0000 -0.0384 0.8033
0.1015 0.0000 -0.0346 0.9054
0.0764 0.0000 -0.0316 0.9732
0.0513 0.0000 -0.0273 0.9606
0.0260 0.0000 -0.0205 0.6540
0.0133 0.0000 -0.0152 -1.8504
0.0000 0.0000 0.0000 -8.2826
0.0117 0.0000 0.0164 -10.2755
0.0240 0.0000 0.0230 -6.6932
0.0487 0.0000 0.0319 -4.6250
0.0736 0.0000 0.0384 -3.5974
0.0985 0.0000 0.0434 -2.9301
0.1486 0.0000 0.0506 -2.3401
0.1988 0.0000 0.0553 -1.9129
0.2491 0.0000 0.0581 -1.6304
0.2994 0.0000 0.0594 -1.3497
0.4000 0.0000 0.0584 -1.0255
0.5002 0.0000 0.0539 -0.7542
0.6004 0.0000 0.0469 -0.5456
0.7005 0.0000 0.0380 -0.3610
0.8005 0.0000 0.0274 -0.1772
0.9003 0.0000 0.0151 -0.0066
0.9502 0.0000 0.0083 0.1419
1.0000 0.0000 0.0010 0.2137
