VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.1431
0.9498 0.0000 -0.0051 0.1012
0.8997 0.0000 -0.0090 0.0206
0.7995 0.0000 -0.0163 -0.0565
0.6995 0.0000 -0.0230 -0.1299
0.5996 0.0000 -0.0291 -0.2013
0.4998 0.0000 -0.0344 -0.2799
0.4000 0.0000 -0.0394 -0.3851
0.3006 0.0000 -0.0406 -0.4808
0.2509 0.0000 -0.0409 -0.5608
0.2012 0.0000 -0.0403 -0.6643
0.1514 0.0000 -0.0384 -0.7989
0.1015 0.0000 -0.0346 -0.9725
0.0764 0.0000 -0.0316 -1.1563
0.0513 0.0000 -0.0273 -1.3986
0.0260 0.0000 -0.0205 -1.8606
0.0133 0.0000 -0.0152 -2.1589
0.0000 0.0000 0.0000 -0.6388
0.0117 0.0000 0.0164 0.8338
0.0240 0.0000 0.0230 0.6871
0.0487 0.0000 0.0319 0.4745
0.0736 0.0000 0.0384 0.3131
0.0985 0.0000 0.0434 0.2057
0.1486 0.0000 0.0506 0.1054
0.1988 0.0000 0.0553 0.0256
0.2491 0.0000 0.0581 -0.0203
0.2994 0.0000 0.0594 -0.0454
0.4000 0.0000 0.0584 -0.0628
0.5002 0.0000 0.0539 -0.0675
0.6004 0.0000 0.0469 -0.0557
0.7005 0.0000 0.0380 -0.0370
0.8005 0.0000 0.0274 -0.0069
0.9003 0.0000 0.0151 0.0347
0.9502 0.0000 0.0083 0.1004
1.0000 0.0000 0.0010 0.1431
