VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.1575
0.9498 0.0000 -0.0051 0.1089
0.8997 0.0000 -0.0090 0.0091
0.7995 0.0000 -0.0163 -0.0974
0.6995 0.0000 -0.0230 -0.2054
0.5996 0.0000 -0.0291 -0.3154
0.4998 0.0000 -0.0344 -0.4349
0.4000 0.0000 -0.0394 -0.6089
0.3006 0.0000 -0.0406 -0.7815
0.2509 0.0000 -0.0409 -0.9266
0.2012 0.0000 -0.0403 -1.1190
0.1514 0.0000 -0.0384 -1.3903
0.1015 0.0000 -0.0346 -1.7556
0.0764 0.0000 -0.0316 -2.1650
0.0513 0.0000 -0.0273 -2.7754
0.0260 0.0000 -0.0205 -3.9684
0.0133 0.0000 -0.0152 -5.7083
0.0000 0.0000 0.0000 -3.7792
0.0117 0.0000 0.0164 0.0281
0.0240 0.0000 0.0230 0.9649
0.0487 0.0000 0.0319 0.9011
0.0736 0.0000 0.0384 0.7683
0.0985 0.0000 0.0434 0.6417
0.1486 0.0000 0.0506 0.5033
0.1988 0.0000 0.0553 0.3830
0.2491 0.0000 0.0581 0.3025
0.2994 0.0000 0.0594 0.2374
0.4000 0.0000 0.0584 0.1689
0.5002 0.0000 0.0539 0.1176
0.6004 0.0000 0.0469 0.0918
0.7005 0.0000 0.0380 0.0762
0.8005 0.0000 0.0274 0.0715
0.9003 0.0000 0.0151 0.0814
0.9502 0.0000 0.0083 0.1240
1.0000 0.0000 0.0010 0.1575
