VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.1416
0.9498 0.0000 -0.0051 0.1071
0.8997 0.0000 -0.0090 0.0467
0.7995 0.0000 -0.0163 -0.0007
0.6995 0.0000 -0.0230 -0.0404
0.5996 0.0000 -0.0291 -0.0750
0.4998 0.0000 -0.0344 -0.1157
0.4000 0.0000 -0.0394 -0.1591
0.3006 0.0000 -0.0406 -0.1877
0.2509 0.0000 -0.0409 -0.2126
0.2012 0.0000 -0.0403 -0.2428
0.1514 0.0000 -0.0384 -0.2690
0.1015 0.0000 -0.0346 -0.2963
0.0764 0.0000 -0.0316 -0.3156
0.0513 0.0000 -0.0273 -0.3084
0.0260 0.0000 -0.0205 -0.3064
0.0133 0.0000 -0.0152 0.0471
0.0000 0.0000 0.0000 0.4841
0.0117 0.0000 0.0164 0.1640
0.0240 0.0000 0.0230 -0.2558
0.0487 0.0000 0.0319 -0.3207
0.0736 0.0000 0.0384 -0.3752
0.0985 0.0000 0.0434 -0.3896
0.1486 0.0000 0.0506 -0.3944
0.1988 0.0000 0.0553 -0.3963
0.2491 0.0000 0.0581 -0.3867
0.2994 0.0000 0.0594 -0.3553
0.4000 0.0000 0.0584 -0.3055
0.5002 0.0000 0.0539 -0.2527
0.6004 0.0000 0.0469 -0.1974
0.7005 0.0000 0.0380 -0.1402
0.8005 0.0000 0.0274 -0.0727
0.9003 0.0000 0.0151 0.0019
0.9502 0.0000 0.0083 0.0903
1.0000 0.0000 0.0010 0.1416
