VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.2232
0.9498 0.0000 -0.0051 0.1639
0.8997 0.0000 -0.0090 0.0308
0.7995 0.0000 -0.0163 -0.1303
0.6995 0.0000 -0.0230 -0.3056
0.5996 0.0000 -0.0291 -0.4941
0.4998 0.0000 -0.0344 -0.6983
0.4000 0.0000 -0.0394 -1.0230
0.3006 0.0000 -0.0406 -1.3693
0.2509 0.0000 -0.0409 -1.6663
0.2012 0.0000 -0.0403 -2.0720
0.1514 0.0000 -0.0384 -2.6843
0.1015 0.0000 -0.0346 -3.5447
0.0764 0.0000 -0.0316 -4.5598
0.0513 0.0000 -0.0273 -6.2141
0.0260 0.0000 -0.0205 -9.5740
0.0133 0.0000 -0.0152 -16.3684
0.0000 0.0000 0.0000 -15.6723
0.0117 0.0000 0.0164 -5.8677
0.0240 0.0000 0.0230 -0.4878
0.0487 0.0000 0.0319 0.6083
0.0736 0.0000 0.0384 0.9319
0.0985 0.0000 0.0434 0.9879
0.1486 0.0000 0.0506 0.9488
0.1988 0.0000 0.0553 0.8635
0.2491 0.0000 0.0581 0.7803
0.2994 0.0000 0.0594 0.6892
0.4000 0.0000 0.0584 0.5716
0.5002 0.0000 0.0539 0.4649
0.6004 0.0000 0.0469 0.3867
0.7005 0.0000 0.0380 0.3184
0.8005 0.0000 0.0274 0.2562
0.9003 0.0000 0.0151 0.2099
0.9502 0.0000 0.0083 0.2082
1.0000 0.0000 0.0010 0.2232
