VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.2607
0.9498 0.0000 -0.0051 0.2575
0.8997 0.0000 -0.0090 0.2756
0.7995 0.0000 -0.0163 0.3311
0.6995 0.0000 -0.0230 0.3990
0.5996 0.0000 -0.0291 0.4709
0.4998 0.0000 -0.0344 0.5340
0.4000 0.0000 -0.0394 0.6325
0.3006 0.0000 -0.0406 0.7394
0.2509 0.0000 -0.0409 0.8071
0.2012 0.0000 -0.0403 0.8789
0.1514 0.0000 -0.0384 0.9520
0.1015 0.0000 -0.0346 0.9898
0.0764 0.0000 -0.0316 0.9481
0.0513 0.0000 -0.0273 0.6735
0.0260 0.0000 -0.0205 -0.2924
0.0133 0.0000 -0.0152 -5.2573
0.0000 0.0000 0.0000 -14.9536
0.0117 0.0000 0.0164 -16.2127
0.0240 0.0000 0.0230 -9.8243
0.0487 0.0000 0.0319 -6.5539
0.0736 0.0000 0.0384 -4.9484
0.0985 0.0000 0.0434 -3.9425
0.1486 0.0000 0.0506 -3.0717
0.1988 0.0000 0.0553 -2.4508
0.2491 0.0000 0.0581 -2.0512
0.2994 0.0000 0.0594 -1.6692
0.4000 0.0000 0.0584 -1.2385
0.5002 0.0000 0.0539 -0.8863
0.6004 0.0000 0.0469 -0.6243
0.7005 0.0000 0.0380 -0.3975
0.8005 0.0000 0.0274 -0.1775
0.9003 0.0000 0.0151 0.0210
0.9502 0.0000 0.0083 0.1846
1.0000 0.0000 0.0010 0.2607
