VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.1775
0.9498 0.0000 -0.0051 0.1587
0.8997 0.0000 -0.0090 0.1393
0.7995 0.0000 -0.0163 0.1481
0.6995 0.0000 -0.0230 0.1695
0.5996 0.0000 -0.0291 0.1981
0.4998 0.0000 -0.0344 0.2208
0.4000 0.0000 -0.0394 0.2720
0.3006 0.0000 -0.0406 0.3405
0.2509 0.0000 -0.0409 0.3895
0.2012 0.0000 -0.0403 0.4511
0.1514 0.0000 -0.0384 0.5445
0.1015 0.0000 -0.0346 0.6571
0.0764 0.0000 -0.0316 0.7656
0.0513 0.0000 -0.0273 0.8894
0.0260 0.0000 -0.0205 0.9702
0.0133 0.0000 -0.0152 0.2038
0.0000 0.0000 0.0000 -3.3968
0.0117 0.0000 0.0164 -5.4763
0.0240 0.0000 0.0230 -4.0029
0.0487 0.0000 0.0319 -2.9098
0.0736 0.0000 0.0384 -2.3606
0.0985 0.0000 0.0434 -1.9817
0.1486 0.0000 0.0506 -1.6360
0.1988 0.0000 0.0553 -1.3805
0.2491 0.0000 0.0581 -1.2041
0.2994 0.0000 0.0594 -1.0174
0.4000 0.0000 0.0584 -0.7942
0.5002 0.0000 0.0539 -0.6014
0.6004 0.0000 0.0469 -0.4461
0.7005 0.0000 0.0380 -0.3047
0.8005 0.0000 0.0274 -0.1592
0.9003 0.0000 0.0151 -0.0191
0.9502 0.0000 0.0083 0.1114
1.0000 0.0000 0.0010 0.1775
