VARIABLES= "X","Y","Z","CP"
1.0000 0.0000 -0.0010 0.1532
0.9498 0.0000 -0.0051 0.1265
0.8997 0.0000 -0.0090 0.0867
0.7995 0.0000 -0.0163 0.0681
0.6995 0.0000 -0.0230 0.0604
0.5996 0.0000 -0.0291 0.0594
0.4998 0.0000 -0.0344 0.0530
0.4000 0.0000 -0.0394 0.0621
0.3006 0.0000 -0.0406 0.0889
0.2509 0.0000 -0.0409 0.1074
0.2012 0.0000 -0.0403 0.1328
0.1514 0.0000 -0.0384 0.1834
0.1015 0.0000 -0.0346 0.2525
0.0764 0.0000 -0.0316 0.3316
0.0513 0.0000 -0.0273 0.4621
0.0260 0.0000 -0.0205 0.6468
0.0133 0.0000 -0.0152 0.8427
0.0000 0.0000 0.0000 -0.4447
0.0117 0.0000 0.0164 -1.9609
0.0240 0.0000 0.0230 -1.8352
0.0487 0.0000 0.0319 -1.4603
0.0736 0.0000 0.0384 -1.2755
0.0985 0.0000 0.0434 -1.1262
0.1486 0.0000 0.0506 -0.9807
0.1988 0.0000 0.0553 -0.8698
0.2491 0.0000 0.0581 -0.7853
0.2994 0.0000 0.0594 -0.6826
0.4000 0.0000 0.0584 -0.5518
0.5002 0.0000 0.0539 -0.4325
0.6004 0.0000 0.0469 -0.3289
0.7005 0.0000 0.0380 -0.2304
0.8005 0.0000 0.0274 -0.1240
0.9003 0.0000 0.0151 -0.0163
0.9502 0.0000 0.0083 0.0940
1.0000 0.0000 0.0010 0.1532
